BIOCHEMICAL,SUB_PATHWAY,B141,B143,B145,B147,B149,B151,B153,B155,B157,B159,B161,B163,B165,B167,B171,B173,B175,B177,B179,B181,B101.0,B103.0,B105.0,B107.0,B109.0,B111.0,B113.0,B115.0,B117.0,B119.0,B121.0,B123.0,B127.0,B131.0,B133.0,B135.0,B137.0,B139.0,B101,B103,B105,B107,B109,B111,B113,B115,B117,B119,B121,B123,B127,B131,B133,B135,B137,B139
sphingosine 1-phosphate,Sphingolipid Metabolism,1504328,3236492,1738082,2739647.25,2080847.88,1107752,1694446,2493290,1227170,2167469,2194652,1771317,1626251,2386929,2036818.88,2188048,1704574,3159348.25,2124672,2754656,2372580,1817894,2920350,2166867,2773065,1498039.88,3489472.25,5191356,2391217,3059876.25,2464042,1461202,3207940,3033229,2090563.88,2122620,2326857,3017954,2956299,2330116,2613325,2071958,2229544,2699775,2380066,3304434,2636044,2455911,2867775,1187530,2522850,2906607,2679408,1948272,2452930,2885763
N-palmitoyl-sphingosine (d18:1/16:0),Sphingolipid Metabolism,2906377,2977837.75,2986503,3375055,2181819,1662763.88,2159927,2824472,1162961,4007723,2497977,1959323,2149890,2104520,2931207,2296294,2530258,2497798,2836361,2823301,3946940.25,2228684,3605226.75,2353990,1726977.88,1449381,3742724,3041389,3997871,3420050,1651499.88,1645869,4095902,2385452,2354686,1706090,2112121,3174815,3592840,2694941,3388271,1534597,2117908,1989957,2388525,3333146,3396111,2105958,2143674,1148065,2766053,2120548,3049646,1306009,1962217,2634743
"sphingomyelin (d18:1/14:0, d16:1/16:0)*",Sphingolipid Metabolism,43624076,39514092,34798424,54046832,31605424,21029718,25200510,33094688,17232324,36947812,31591664,25265004,32928478,28477002,33966144,36787712,28556390,27728080,36491368,18331144,23418720,21563102,38864592,24896752,28568474,18320872,9880451,26266164,40018592,28358332,19412892,31030026,37949092,20487160,22708700,24191268,23177116,22034524,27172592,23736596,35654632,25907222,32148188,25936726,11665257,23465892,46257580,27404812,28077572,19226284,33760840,15949457,28144214,24853074,21263000,19231560
"sphingomyelin (d18:2/14:0, d18:1/14:1)*",Sphingolipid Metabolism,2783663,2268451,1615470.13,2952522,3479408.75,1321607,1426853,1460225,718134,2093782,2040355.13,1410216,1519459,1017724.06,1996979,1778376.13,2375032,1284428,3356435.25,1297839,1331944,1587950,2251665,859391.94,2169937,924865,534193,2024276,3691050,1405286,970739,1793968,1867016,1704816.88,1398064,1186029,1471573,1572586,1819764,2074047.13,1987702,1050155,2495094,1634985,730156,1511810,4293052,1668099,1558755,1097038,1462119,840442.06,1813176,1741948,1546690,1826573
"sphingomyelin (d18:1/24:1, d18:2/24:0)*",Sphingolipid Metabolism,669604288,833472704,638235008,775019136,735258048,563591616,447820128,610597376,257957440,813498816,648234560,464602176,510686976,349501440,747578752,482432032,466111744,472994752,709863936,714655104,681502400,438500736,776247040,510002080,330209728,361637760,804512000,921855040,791321664,894810176,339543104,549268032,838981568,599227328,545790976,295578528,606518592,704512000,824413056,540111552,633164800,471302688,506490400,361789920,808426176,889832192,776732928,672014400,483075936,277615328,871190592,574565056,678754176,308630560,545508480,602327360
"sphingomyelin (d18:2/16:0, d18:1/16:1)*",Sphingolipid Metabolism,69114800,63246468,60306140,71973424,49469720,37656120,41792376,45103392,25308160,66827324,51661432,50943788,42693288,40086228,49875648,47267908,49569928,38698760,65434924,45785896,64515080,49537028,54882208,35008080,40930320,35977768,53930264,55904028,65982612,57006108,34033256,41212964,53280656,47785916,50462848,40477368,43917888,54016556,75305576,54096904,51310204,35944880,55266484,35227040,47671220,55227388,64494904,43655660,38080160,28043770,51147192,38763836,58298796,41524256,42294920,49300492
"sphingomyelin (d18:1/20:1, d18:2/20:0)*",Sphingolipid Metabolism,22344472,18350998,23501824,18965532,19723878,16318459,15530482,14353964,12004127,21245696,20692656,16008321,14511419,16749301,18262792,16175097,13651091,17431418,19048908,16969524,15390319,24849914,19835864,17772822,14664510,16013124,16578517,17008876,22238964,18888380,10453724,13567321,16175347,22692452,19171680,14159114,16027758,17284340,14980624,22443536,17486260,16117712,20202892,12307802,16439215,18225436,19796792,13889187,9532656,10435855,15064473,18495408,20828360,14550827,14552788,17565064
behenoyl sphingomyelin (d18:1/22:0)*,Sphingolipid Metabolism,306830752,329214400,332992896,338772416,348188352,295856352,214591344,252778096,181430480,396029088,329635968,223022960,288864768,194067520,329242336,281775104,210616080,249135120,302475744,284090976,307540480,262789408,338586848,307559648,246542880,213223216,378706624,321116640,301884576,327796992,237511936,285193024,273729120,228215424,283957728,179996624,257976896,320691296,353061376,308152832,415753888,247878432,320220224,206605456,372702560,337670912,311550720,262915488,350750048,158709232,239899808,226194800,307832544,180505536,285846528,323834112
"sphingomyelin (d18:1/22:1, d18:2/22:0, d16:1/24:1)*",Sphingolipid Metabolism,133710640,136209696,142170624,127307208,128862936,103904624,105561040,104040712,74254488,164119888,133690256,98292328,110593248,94657712,116740064,121687696,92913080,114793072,140503984,113428824,82519392,116075816,125092664,122650264,112053728,98752584,102677984,114422680,129031200,129023288,98946056,102787904,123980688,105720952,101368672,86300976,117453296,123844656,87598632,117776992,135088672,99640696,152050480,87013432,114350624,123837272,127952896,108384992,120921328,65596424,116759696,91082544,114220296,85312624,131059256,120711632
"sphingomyelin (d18:1/20:0, d16:1/22:0)*",Sphingolipid Metabolism,104902624,98440512,103871600,104640736,94119952,81844304,68476424,72222040,57279880,116388328,103464480,63767628,90335240,76180960,89997816,96073936,66986636,90897832,95018760,75057584,68475968,87802376,117114792,106320160,82822368,68533944,75608200,78369664,102928560,92989112,61008432,82584664,89553544,74580808,79713456,64574376,73314184,80658008,67775360,91510048,121261344,82668408,99694856,65839672,74366616,83947128,106803328,72980248,77007952,50691980,82775960,60991712,97299992,59100048,71496552,74782336
palmitoyl dihydrosphingomyelin (d18:0/16:0)*,Sphingolipid Metabolism,28093332,33302976,24096110,35293312,25105260,16543023,19634102,32241944,12145290,29916352,24712016,18247240,16146049,15505101,27182352,17863856,15417347,21249270,26826660,24128916,35553168,23871232,26181626,19100616,16375015,12954165,29234614,28371542,31001752,35349132,17929590,25603472,24830326,16023802,26787258,15168549,18403722,22985648,38564424,31495024,17402342,24998154,21512436,15890005,23883592,30048152,29818336,26686566,18676168,15402119,26873190,14349159,33671160,12777156,19020188,22418936
"sphingomyelin (d18:1/15:0, d16:1/17:0)*",Sphingolipid Metabolism,28924236,25075780,21277860,32512592,16959852,14235895,16968834,21115846,11403451,28413818,22434242,17982966,18993888,17116740,21662290,22630156,15446780,16434820,24753434,13665631,43918064,25047668,29621728,18876372,16051233,13381703,7355295,19445940,24544254,25540932,13321104,21108000,26317512,29340474,14599689,15910353,13495200,15651626,47896708,24495300,25849328,19293240,20544660,14415566,7776746,19677372,24455462,21381140,13861218,12696646,24413232,22174008,18877868,16653697,13531720,14035634
"sphingomyelin (d18:1/21:0, d17:1/22:0, d16:1/23:0)*",Sphingolipid Metabolism,45283640,45693700,44809576,51266316,41519444,34049284,32538736,34450216,22478432,49200944,40745544,26086200,43273428,28689544,39942668,46270760,27435916,34090952,43399664,22032760,44280836,39125484,49369232,46651920,31488266,24436616,13342293,32765452,45608096,43397972,21265288,43464852,40827848,32271484,27578260,23480528,27492736,25496168,48338340,34591632,53186256,36155544,44705040,28778208,16280078,34358176,49818904,39737144,29305608,25438376,32004888,22879114,35883480,22962336,25193290,23586330
"sphingomyelin (d18:2/24:1, d18:1/24:2)*",Sphingolipid Metabolism,125784312,143846608,135714864,126991496,147476032,106234784,109793248,128673784,61242912,131211600,137276256,104618744,102428800,111954056,134815232,104931504,98063616,107825128,137735008,142826512,95502064,98635752,124881088,105372816,86749976,90674136,115358440,154750448,141854528,168725312,78695248,98423520,150670848,146549584,114731024,90265048,122517352,125727496,111799528,116249696,97250584,92682440,115637400,84751920,110888256,169449392,136747312,134929472,83893680,61656920,155962160,131603224,135352032,98579872,112371168,125771368
"sphingomyelin (d18:1/17:0, d17:1/18:0, d19:1/16:0)",Sphingolipid Metabolism,17385180,15365025,15260374,19584168,13648160,11770750,12052573,14917988,7445534,19736896,12301889,10816846,9733274,9044409,14498445,12713379,8500326,11109233,15020155,7608909.5,46765512,13944102,20630136,14208047,9495888,8898035,6525387.5,11697418,16977956,21003176,7280637,12910320,14849201,20395488,8307743,9236536,10031616,10637284,49885304,13505791,16994194,12980095,13017384,8358772,7157022.5,14350546,14446055,16909272,7437900,7589073,13817748,15640263,11080805,8759379,8402399,9899805
glycosyl-N-palmitoyl-sphingosine,Sphingolipid Metabolism,4360107,4731360,3784794,4644968,2681560,2717231,2118700,3694504,1658482,4020720.25,3886426,3344512,2589103,2253213,4075842,3231987,3139729,3139251,3609210.75,3125990,4501938,3170240,4562166,3226230,2004054,1943379,4270925,5097093,3909055,4249893,3020369,3908460.75,4727518,2707890,3540172.25,2655641,3451813,3442195,4543343,2985763,3988478.25,2759327,3050912,2299944,3721227,5799416,3920623,2918985,4179956,1921886.88,4599899,2880003,4690492,2108938,3119539,3740986.75
lactosyl-N-palmitoyl-sphingosine,Sphingolipid Metabolism,5983046,10283315,8862290,8328280,5901095,5517274,5786120,6525992,4221710,7556008.5,10005991,6567488,6250142,6698376,10535308,7724173,5026329,5439225,5758115,6745068,5936515,5011535,8685449,8415563,6048104,5041346,8443640,7480488.5,6079498,9373457,7314629.5,6226498,6840273,6438379,8181456.5,5400017,8794657,7329560.5,5839017,5662767,8688211,5336044,8641549,3337488,8054176.5,9350741,6334777,7167979.5,9202424,3621145.25,7044395,6174741,7883531.5,4942360,8887553,6593988
3-hydroxy-3-methylglutarate,Mevalonate Metabolism,2394293,4198832,2553742,3488977,3862837.75,2791890,3798562,4628321,3040055,2898440,3399669,4907496,3639437.25,4141322.25,5570731,2951167,2725646,5852967,3536024,4315464,2859394,3214210,4706460,4769837,2858255,2595986,5207205,6172264,3264731,5192404,3639556,3876053,3402679,3543290,4113859.25,2332113,3038038,4285202,3510740,3504794,4245646,3126521,2567910,4417762,4010175.25,4488211,4041840.25,2694234,3406558,1842010,3098423,3458336,5494435,2582224,3168515,3574804
cholesterol,Sterol,70927072,71805288,73172664,85044456,80671088,57325728,57425628,61821612,32650780,77540952,56921140,43891076,51434368,65713168,75397072,69392232,49280948,49580040,66303280,81566408,70832552,57115776,90197928,52573128,66360304,38758812,74975928,75782088,72165912,64833852,68516200,78212640,62794440,59135244,68375000,51925144,57884916,70341288,92855608,68015216,68612992,50218364,66408776,78743352,76443336,71289112,66508556,67685152,65860020,38877816,84897760,55312780,72504216,73366880,59197680,55029652
7-HOCA,Sterol,2653789,3200622,3163931,3003683,3703239,3126879,2488712,2987767,1583775,2565926,2947774.25,2654781,2443564,2755326,2412632,2608794,2791661,2493797,2324624,2585750,2049270,2563625,2690358,1680920,2626236,2212131,2265899,2709983,4840128,1970864,2616123,1370155.13,2190907,2524898,3512650.25,2168953,1862500,2739107,2146477,3155348,4163239,2397244,2049035,2515766,1766303,2797209.25,3626144,1582396,2679449.75,1210347,2162024,2089566,2813772,2471728,2470028,3120418
3-hydroxy-5-cholestenoic acid,Sterol,3313526,3297984,3804787.25,3495250,2204010,3795105,2877215.75,2635616,1312366,4532851,2448730,2906998.25,3697402.75,3613654,3387190,3302369.75,1844397,2488994,2970030,4074157.25,2290022,2965405,1711019,3310135,2590085,2010459,3001471.75,3799069.75,1779975,1715714.13,2560072,2275544,2492869,5134709,3013875,1432636.88,3387993,2419705,2169723,2446307,1730980,2891599,3250668.75,1664226,2906950,4728158,1741575,956771,2645528,1444137,2668138,3746500,3078369.75,1527666,2900152,2282030
pregnenolone sulfate,Steroid,2818422,444930,248142,403400,774814,1744500,896034,778159,157512,389735,1050713,739775,1177950,1811707,1333047,1336661,1082281,528821,593079,1403674,782574,1380547,1555199,590004,558780,1119247,913550,2477292,1403887,453397,1105272,1397387,1760097,602314,517793,1180600,1419155,459823,885463,2458376,1699990,578408,491664,1165692,1064395,4437588,1618887,252548,747490,1362024,3263607,840616,516184,2416268,1484642,588720
21-hydroxypregnenolone disulfate,Steroid,1249295,123984,204325,180857,468163.97,598581,304578,136955,52072,171038,542277,454397,332770,569453,266757,378552,266148,235174,233188.98,421699.03,648110,647288,1124199,340608,247161,873804.94,429819.97,932976,631739,139639,607884,731561,805038,236884,200369,557757,488327.03,310735,415256,421493,907424,341227,232079,658525,416451,1083031,578058,70860,333237,431454,1338225,309599,150918,818859,553816,340525
pregnen-diol disulfate*,Steroid,24554076,2152271,3127528,5711067,6539484,13746374,4481980,5504198,1831774,2960204,11766723,9243911,6855852,7281901,3051961,8035673,2491364,3762183.75,3936375.75,13314868,8205078,14837828,16533354,4810161,3088770,13134732,7420591,16515735,14803731,3336004,5962067,13632201,15141342,2870486,3938750.25,11111451,9394419,5909859,5153914,12569393,15006457,3934083,3345846,10060173,9513229,14372045,12538521,1697102,3497412,4983326,25575472,3762036,3682844.25,14308648,10509117,6949217
pregn steroid monosulfate*,Steroid,10871509,2118553,1657270,3521134,6009230,9198937,3360277,3608459,1498376,1999288.88,6595905,6013969,4825886,7086931,2785791.25,6287839,3179163,2312665,3063416,5684800,4041796,4844297,9144646,2241607,2701689,6363576,3587669,10225567,6804662,2399502,4336277,6128618,9969612,3604087,2717811,6321846,4977102,2361590,3972535,5083885,7941823,2132991,2966278,5037102,4822065,11580828,7147720,1357191.88,2618215,4631804,15097658,4070755,3172767,7920466.5,6745613,2562798
cortisol,Steroid,756285,657661,477779,375943,416876,1175525,563777,636644,386892,614650,345253,212726,553329,623690,1162545,738127,356236,366769,372340,273311,639227,427984,118798,504201,437048,340895,408985,598138,372953,709188,252915,490576,301132,346124,327072,421386,547290,277209,646014,1149374,596780,839677,540391,376229,503426,1215886,360622,624537,337866,458733,880099,420427,317179,851693,456094,289981
cortisone,Steroid,229205,270073,221219.02,298892,131812,262204,139992,142177,128493.01,204109.98,173594,135840,210924,256244.98,198752.98,299538,159213,113123,186853,155703,190149,191594,144140,142546,132344,179067,123986.99,206977,127315.99,188477,87195,149914,193355,180381,131371,231467.98,185042,197824,350351,343020,186043,275786,223822.98,207836,94984,219626,119280,182197,117076,115065,271876,192584,176828,196647,148179,199922
dehydroisoandrosterone sulfate (DHEA-S),Steroid,48089832,6413940,8686312,16657291,42394248,47893544,17289872,13806300,1439843,11691242,46856984,43705208,27672100,34472556,3168301,19465514,14376487,13586912,27977156,48165528,32498884,11416162,78261504,5617469,13307229,29178588,22078400,75596016,50195868,2855261,21435968,54212956,50053976,10495589,3657943,38148700,13707296,18722500,35103296,11609316,72729424,5430359,16117500,25407708,21051932,78498112,47456492,1867323,19512752,28289880,76819352,10840506,4157732.25,50040376,30212762,17916424
androsterone sulfate,Steroid,5646228,2587507,9321473,10950880,21508296,23024376,4594985,2250188,583911,6794429,25746992,29793452,9983607,19923150,2086527.88,6985885,8243504.5,7760604,14352476,24894276,14782848,4730486,42607612,2224579,5947246,21305394,6394384,24036932,25960008,1454530,10095786,11305132,21203418,2124467,678248,13599832,1423831,11816463,17489104,4314822,32123244,2274346,6819776,20690140,4051970,16012979,16117418,894538,5992819,3735406,33568496,1404133,693820,16793056,5756090,16620924
"4-androsten-3beta,17beta-diol disulfate (1)",Steroid,36657096,1010612.94,2265303,6425027,14016808,14719463,4270571,3510710,352804,2870866,19797002,14280569,7404627.5,4864188,728517,3967991,2722462,3956147.75,6606719,13258600,7457549,4242076,38520820,1548943,3233501,11699373,5407348,21275640,23089400,587160,4067527,18317886,11539087,1386866,867631,18158298,7287709,7443371.5,9129256,4990461,33435948,1335993,3885862,12625078,5808673,17116374,16028832,365093,3837098,6704277.5,24784876,1909281,824577,23680524,9028622,9832176
"4-androsten-3beta,17beta-diol disulfate (2)",Steroid,9730502,722895,1920410.13,2670132,4487158,5971988,1121022,1192108,227428,960643,5512552,5124512,2162156,3844029,664054,2088616,1375744,1539310,2461237,4788802,3792928.25,1680942,8430731,672702,1533166,8795982,2653156,5151361,6123436,482098,2503002,6011628,5608793,1278218,852328,4671000,3755681,3348668.25,4050366,1650597,7774440,562653,1711497.13,7864442,2377031,4391288,5068819,242053,2067972,2881047,8256923,1644100.88,751970,4829275,4499373,4683650
cholate,Primary Bile Acid Metabolism,15119076,487770.97,542870,646223,763488,333974,757865,11749316,289664,736528,1369331,8025911.5,683670,376760,1070954,180526,1918819.88,357212,276919,8050930,228716,358034,576678,147214,246421,435811,1973088,1311092,1238471,8608719,428471,349465,314506,327920,396066,1643009,525155,1117811,10128694,35126944,491841,30323990,733264,534636,8167600,394970,893210,20460256,43051172,160036,7775374.5,700079,1254601,42275240,1343073,9496737
glycocholate,Primary Bile Acid Metabolism,4543422,2985646,2611976,662769,2299803,1233574,2902752,4750194,3402126,11772155,4329077,1428028,1023673,942822,935008,268661,1387649,1866288,1405115,1578949,4108011,2049241,14682197,2172377,776085,2110578,4408661,634012,3945254,4171965,492383,991028,1635505,619275,1553984,2488867,1181189,4564729,1116287,3981803,15696066,15657601,1382445,1410571,8753332,459596,1708775,3556608,1382623,1145751,2856782,1688302,3068723,4186001,778721,2034551
chenodeoxycholate,Primary Bile Acid Metabolism,12237956,5061393,2642750,3412655.5,4950068,5898718,6430152,15315484,1285849,4924447.5,5073340.5,17065136,4290441,3171251,3682126,4221368,9234251,1494340,2957363,11083747,864299.06,3851879,2429105.75,900886.06,1987440.88,565741,12680163,5767588,3983303,11302259,4525875,2005610.13,2834862.25,2325278,6910295,3470051,5226401,6625579,3115855.25,35182012,6594836.5,30950722,4699795,1407618,27058318,3203745,4346340,25629756,54821132,1752940.75,7506907.5,2617015,9557493,52561792,7550777,18783274
glycochenodeoxycholate,Primary Bile Acid Metabolism,21054364,14889914,21013172,3711071.5,13002961,7603304,14123926,18699642,11763356,73655968,11310570,9830716,3016400,1712831,2676041,887469,4225934,8379779,4623792.5,15532622,13863619,9344018,13145382,12921185,3254427,4524405,18107312,2176636,5939527.5,22478808,3831287,3644344,4354947.5,2318533,11231918,10909055,5672811.5,15588945,5317135,18737918,17218004,69373320,5234650,4388205,84908608,1095165,2440793,21192544,6601420,2929855,6198718.5,8109696,20153222,19654022,8207562,23210558
taurochenodeoxycholate,Primary Bile Acid Metabolism,2654299,1939638.88,3995193,603820.5,2305605,1485553,924728.06,903570.81,1954386,10132248,948920.44,855960.13,494297,404854,476481.97,130732.99,126235.41,1426559,485406,463242.97,2865991,790666,2620404,3618083.25,365812,483866,1189990.38,321151,384470,6433690,128584,522591.03,589391,226478,1014185.38,1222151,707628,2544900,761998,814197,1704713,9352946,753316,289078,4687649,54320,157615,1229467,319326,114295,374472.41,443157.97,1515597.5,1221619,786475,1534598
glycochenodeoxycholate sulfate,Primary Bile Acid Metabolism,1992256,1316576,1645206.88,1404606,605288.06,1130166,3298350,6867604,2585950,2380343,2533003,1585372,876539,405743,1723531.13,985058.06,862275.94,3500215.75,1760998,495464,948576,1694478,837220.06,1165497,177164.98,714616,2977611,317887,1468136,3673312,785092,684785,659995,263276,789029.94,2801652,1265322,2080176,1654923,1641077,1129648,1133522,1747344,1182845,5781353,681511,981366,923529,507683,392323,1458625,355686,2427096,716342,1417865,657368
glycodeoxycholate,Secondary Bile Acid Metabolism,10880369,4213020,1971571,152987.41,3890713,3426315,3119662,650298,3611059,17523630,1695628.75,2313972,1055864,625138,630004,102849,352829.59,2305624,1657689.75,6069134,9770160,1200925,15617195,2367289,1818487,2462608,1259914.63,421374,1704275.5,1832416.38,3705739,722822,1265539.25,2390601,2263245.5,935470,1379475,3047171,2118339,851958.81,13248289,8510262,1776708,2738638,3392163,163329,1475689,3932746,315663,152539.3,1404186.63,4593644,2727134.75,2686351,93734.9,827325.13
glycolithocholate sulfate*,Secondary Bile Acid Metabolism,4115886,11365274,3334803.25,3082948,1918804.13,5686722,5091140,3857850,3250831,4230400,4898327,9012875,5420175,3486493,8134750,550667,507858.97,18083500,10403689,2789828,1522970,615518,2806602.75,13843756,1444574,10670599,1879918,171354,1682359,4175988,20592428,1399007,4874200,3475346,1050040,2973148,2760402,2434951,8046257,368813,5786744,1893262,2691035,8900067,1373551,1239950,2371043,2268922,943073.94,47164,4309752,2077059.88,1277826,498773,203980,80210
ursodeoxycholate,Secondary Bile Acid Metabolism,1259001,439079.97,256774,342316,1112603,797654,2372032,417145,362108,1414599,525440,731240,852730.94,404655,607212,1691212.88,6079817,308580,197900,2188407,156384,340005,983272,1529108,105672.99,90146,1428913,416061,1595539,505447,2200028,1034340,136204,711356,660014,407786,589035,238493,389361,13886510,1841876,1242401,786286,405119,2016765,216685.98,711213,1531079,6903763.5,770166,883390,553688,959780,4079036.25,1943811,922880
glycoursodeoxycholate,Secondary Bile Acid Metabolism,1405032.88,812874.06,2251989,308576,1824140.88,558111,4560086,1254005,2964644,8480975,864381,743778,508437,402208,698830,576060,3465668,515966,502394,2776408,2420031,1779191,1724104,663147,398216,537602,3581790,350877,1005078,1345715.88,2347558,692694,210028,535283,1962805.13,492760,1249175.13,540575,192504,7240513,2930998,2758539,1459676,758989,9687978,237208,299615,1529959.13,1170858,1155784,1247148,1048138,3759775,1409496,2723283.75,979756
glycocholenate sulfate*,Secondary Bile Acid Metabolism,9691317,5035038,6557680.5,4812098,5405554,5636565,4406204,9983178,1740824,3014979,4963370,4327418,11442648,6566004,6260115,6012881,7201656,4742211,3949842,9054906,4325072,7542081.5,7741737.5,5857602,6474739,7490511,9416289,12536405,8730080,4937098,11199728,5606730,3896643,6824018,6904960,3592224.25,4462373,5270405,6315324,10237293,9474383,7428313,5316757,7347616.5,15459865,16278217,7866049,3703538.25,10442343,2540287,6761995,8282799,6580464,3700348,6120811,7397688
taurocholenate sulfate,Secondary Bile Acid Metabolism,989985,1973498,1188674,1163349,667078,1303755,554563,1653779.13,894932,603259,702969,486199,1659546,1382314,1256111,1428075,329125,2279182,1478792,456873,2090813,2173983,1434489,1583887,774383,1251774,781579,804513,745086,1837649,745409,1248404,746988,1209481,654114,935576,808785,1472393,1084730,413634,1126833,374188,944490,736888,1477557,1598985,679758,397707,605367,522666,426520,994096,686237,255428,891048,422159
