BIOCHEMICAL,SUB_PATHWAY,B141,B143,B145,B147,B149,B151,B153,B155,B157,B159,B161,B163,B165,B167,B171,B173,B175,B177,B179,B181,B101.0,B103.0,B105.0,B107.0,B109.0,B111.0,B113.0,B115.0,B117.0,B119.0,B121.0,B123.0,B127.0,B131.0,B133.0,B135.0,B137.0,B139.0,B101,B103,B105,B107,B109,B111,B113,B115,B117,B119,B121,B123,B127,B131,B133,B135,B137,B139
1-methylnicotinamide,Nicotinate and Nicotinamide Metabolism,353083,,,28028,,124278,,,618161,614308,,,,,,,,,,,84350,558763,62988,,,,1539221,1449042,433423,,,,,135648,,,722702,145758,156458,237598,721920,,722839,,10386087,1834241,,,,839612,,141796,76379,314530,,
6-hydroxynicotinate,Nicotinate and Nicotinamide Metabolism,1152414,440975,391215,151557,7045214,464170.9688,417242,1525747,16245232,1392234,357760,518145,385325,407219,335470,243272,3480646,381618,260514.0156,783052,336060,105989,2337899,226573,2794571,69760,480857,598382,4528913,231707.0156,482662,611422,607176,187839,208919,299099,253267.9844,729564,238019.9844,351965,1499548,363573,1175393,292371,313524,624827,6713173,266371,138327,509390,260822,299570,258550,3534235,801155,2595582
trigonelline (N'-methylnicotinate),Nicotinate and Nicotinamide Metabolism,1488777,,1781630,301938,5740798,370197,3232312,7055937,14477797,14874411,228563,253689,382855,2963663,245500,236696,4132431,377955,93373,3381630,616449,7598443,25612076,156657,2922116.75,493441,24005082,6747920,18175828,455179,,15007303,1197137,1573190.875,308977,3683671,5436545,10431866,969619.9375,20720922,85536008,430269,5626047,291260,23694404,7129440.5,11709464,14299197,335429,12405712,15097721,7583057,7269813,10872390,11411437,7958278
N1-Methyl-2-pyridone-5-carboxamide,Nicotinate and Nicotinamide Metabolism,141277,,38471,33470,255056,,,,915684.0625,,,280139,,,324385,457025,269127,,,328813,1788922,70455,590098,529805,,,495016,339697,1494193,,168758,,,781193,380018,,379911.9688,727790,1018111,45075.0039,719356.9375,78539,562346,489152,1567082,,395631,370232.0313,132937,1580095,,156524,102090,386238,86085,47158
riboflavin (Vitamin B2),Riboflavin Metabolism,1630424,1759583,1850802.125,355331,999812,1296355,1761247,3436523.25,1176205,1229808,577659,1424695,875850,1614327,812348,1844099,1336359,1417902,1150818,1712302.875,3086758,1036917,2501111,1316266,829520,432036.9688,1336067,780489,1098338,1112645,633796,1225771,1388389,1047673,1698277,1734820.125,1305467,1382539,2347966,649984,1648783,1109810,838816,1318471,1201203,1482141,773360.0625,747344,390012,1135452,1783525,1695318.125,619422,2148081,1696386.875,1744389
FAD,Riboflavin Metabolism,104067,41811,54274,,,70572,84340,75901,54973,108468,,,102554,131500,,57135,147135,,,133587,44024,,58250,36068,85007,,,47728,62275,42730,99124,95732,122232,51815,,84209,157227,142225,94185,,51175,,107904.0078,75076,97361,88508.0078,124244,46501,31901.998,26708,,222023,,78625,96336,220535
FMN,Riboflavin Metabolism,,64711.0039,29727,18786,,134568,76134,,22547,,23653,93585,226412,59982,32945,,30195,124452,142520,54993,29608,,,75693,93452.0078,39526.0039,308946,,,67080,114102,31537,98515,27139,,,108050,106483,155607,,,100513,166186,92326,,,180688,147371,56437,,82952,374223,290119,71818,68735,325336
pantothenate (Vitamin B5),Pantothenate and CoA Metabolism,57746324,36950308,29621856,2099444,21243864,21119462,59486528,60211448,26470448,64300468,11140709,26950176,20802296,44765872,14694848,45231208,48403072,38731636,11257982,58230344,75679568,5792542,83035360,21431574,20331402,5953928,30819436,33305296,26645892,18365708,14960732,72023312,37492704,21484764,52117248,74938304,33808764,51432948,38686504,8234195,85431192,24874118,29065364,32558908,51342012,91460808,21464904,9829708,6301641,74946808,39269920,52426716,24024330,75596432,33543632,49135004
threonate,Ascorbate and Aldarate Metabolism,2993239,1437925,499536,,,,1421876,3778780,1035289,1226522,,701343,269002,1070578,293252,1277253,1001661,3081020,1125712,1229884,,,5533089,87862,562126,74258,262844,12680813,8218913.5,212368,91090.0078,3682485,552039,1490277,450609,570828,3316488,1334143,2906839,2633880,1413056.875,353773,831438,247586,126458768,2697037,902092.0625,228660,,2011663,2279043,2677544,217681,1500275,,723356
oxalate (ethanedioate),Ascorbate and Aldarate Metabolism,1001213,1000962,558268,1024435,714450,994253,803324,522819,1537035,1922461,308584,604028,1048458,1009082,606662,617528,1612311,1697715,473664,2514337,7328112,1618431,876549,760330,1731168,805093,385526,,1319930,2020215.875,5658145,1982614,824652,4859444,1349504,582292,1762329,3869631,1869943,16113281,501452.0313,274150,1595768,667812,3374748,542100,676510,801443,684205,560854,449956,1568797,755424,755408,2322447,565941
gulonate*,Ascorbate and Aldarate Metabolism,,349727,204754,,,130946,,,1472409,1690663,,,,219085,,,,,,,658279,583685,521892.0313,90384,,160444,564533,20774200,1222575,,,2037861,179406,,,107050,80506,146456,,,,235182,1448663,,9764326,,96765,,,,,801877,,,853799,
alpha-tocopherol,Tocopherol Metabolism,65897236,99785872,40041316,76806696,41131412,43827640,64300172,76584200,18951608,52980500,140363232,75350128,90596216,39693388,208404240,24765166,99008208,80029456,58397748,61029332,146593504,20351200,46414648,43025352,68039464,63876040,64745100,42165200,62969360,123866608,24431282,436194784,39456120,96045904,63155756,94952544,30424004,142079936,125959256,58694984,39848780,58347272,40675980,34163108,11402647,57124768,48203440,67865376,32521144,370856320,36426824,85916392,95080296,55236116,71698072,89561576
alpha-tocopherol acetate,Tocopherol Metabolism,,643092,4251090,43610780,270455,,60051,,,253769.0156,14674068,,,,25691896,,,,,208242.0156,,137173,,143159,,15795009,165547,,,,,,5057876,30866152,700882,734863,484505,14628005,5414507,7989158,,754377,,,,,,,,,,,530152,,17270944,14241145
delta-tocopherol,Tocopherol Metabolism,2028347,4102789,1432077,1579518,2078149,4033686.75,1389985,600093,971596,481154,5750209,5175734,2805553,1167481,3791243,1226826,3645237,1198093,3903110.25,2702363,884341.9375,613848,833405,987409,1358092,1780129,1169866,,1211068,4174402.25,1424438,1025911,734924,955790,6062924,2770931,583657,2377239,870392,1042681,1677529.125,4506120,3718919.25,3210705,429185,2911356,3504799,3274500,2551229,1019650,1613837.875,1429717,8195655,4617223,433135.0313,1118610
alpha-tocotrienol,Tocopherol Metabolism,1707904,2288613,1060423,887027.0625,447842,741780,1861206,650490,1803231.875,1087848,2035846,2447867,3390238,3005366,2528838,258792,2757170,663271,1884724.875,3505664,,1619823,784560,2783076,2444586,2796896,1552839,,671986,4669680,473358,1710894,1936908,663405,792340,1342094,485606,3123610,118499.9922,1842200,756968,2526506,2602737,3795336,1764630,384124,806164,1225645,1839807,2077334.125,315798,741651,2856757,3455707.25,288302,4774005
gamma-tocotrienol,Tocopherol Metabolism,3327731,9625767,4848859,1608542,1575383,3461089.25,4069891,4734206,8207715,3325110,8880998,5857888,5098802,3700028.25,7042031,1067556,7843812,3609840.25,5799995,7083825,,2346671,4127148.25,5388829,5959913,2735011,1738932.125,163805,2310425,9327309,2122177,2802726,4860217,1244398,2171561,4268188,906347.9375,5772566,1370722,3819323.25,2821221,7124980,5953287,7088877,1861254.125,1556401,3450568,4509282,3164832,2927224,1682040.875,1274539,8272109.5,9127353,830353,6158817
gamma-CEHC,Tocopherol Metabolism,848617,135171,107116.0078,,,,179876,,127975,344408,,,,80117,,306803,549401,,,,147298,154616,,198318.9844,,,,1671554,180126,,,185680.9844,,,55469,274741,122109,299534,,98598,796576,137209,,118443.9922,1447481,1468573,,,,680719,80276,,,182638,,
alpha-CEHC sulfate,Tocopherol Metabolism,,,,,,,,,,488425,,,,,,510013,262102,,,,2762186,2102390,575887,,,,,576256,,,,560680,,,,,2183367,964643,,,,,,,65089,98673,,,,370458,,,,,,
alpha-CEHC,Tocopherol Metabolism,611065,,,,,,,,,,155795,,,,,,245531.9844,,71835,,,,,,,,,351987,,,,402571,192542,,,,,,,70507,,,,171787,512872,293207,,,,1394749,,,,,,
gamma-tocopherol/beta-tocopherol,Tocopherol Metabolism,54716236,89556768,34282496,38850728,27756568,66969896,40775528,33744480,17818000,28178392,105524936,107455192,94622320,46035096,74275544,21727562,67718984,27879880,56136544,52688820,12303065,47936400,13066334,42611432,37667252,40446320,53112220,6626961.5,38822284,59715988,32324050,27306668,32307250,36939576,129941712,48379324,18694154,50501624,18430868,47197080,32282908,78508688,47654124,53167600,19896116,68836136,63469104,66560396,49677192,33825500,33868848,55979944,192383136,88103984,15890228,47327744
biotin,Biotin Metabolism,205035.0156,634627,522199.9688,1042189,410458.9688,983215.0625,434659.0313,274839,140137,89739,866064,617222,826497,340452,944570,875994,87509,109121.9922,538000,404871.9688,57820,502030,504671,883272,298679,1104686,379252,,215405,888579,860112.0625,264070,302816,3393159,362404,196934,76086,825124,263029,880182,132811,1311963,352442,1097630,109352.0078,65999,439000.9688,1152500,1060912,542958,682183,417814.0313,393032,227009,489865,326468
pterin,Pterin Metabolism,998962.0625,908285.9375,728864,802782,1079606,1233741,1114905,544527,244295.0156,685792,1509342,594115,863741,722666,829595,1303435,740021,419156,2499364,681191,532704,757232,1620770,680855,695179,1626291,611623,591944,767751,1210250,980864,2286298,664387,1329239,1894745,1056063,359235,1759030,309947,660079,1102134,1011379.938,1225438,1357851,977780,285536,452432,1916112.875,1607694,2551547,839151,586114,1281123,484701,649235,1246986
heme,Hemoglobin and Porphyrin Metabolism,,,,,,,,,127688,,,2373713,,,,,,,,,,60465,,,,,,,,,,,,463673,,,,,299742,63015,,,,,,,129215.9922,,,,117833,,,,,
bilirubin,Hemoglobin and Porphyrin Metabolism,409450,,68420,,,768906,,,273463,67015,893466,,159266,106024,,101948.0078,245482,,,1518480,90316,,1835729,,367026.0313,160703,,10402601,1984423,,,384140.9688,,,101355.9922,243857,63409,606222,,110593.0078,2824721.75,,,142802,413635.9688,438233,,,,328586,,,,153878,113518.9922,
"bilirubin (E,E)*",Hemoglobin and Porphyrin Metabolism,,,,,,145487,,,,,,,,,,,211193,,,141475,151581,,127894,,,,,690051,432325,,,,,,,59159.0039,,,,199303,222495,,,,,,,,,,,,,,,
biliverdin,Hemoglobin and Porphyrin Metabolism,160461,55733,63597,38981,,250376,94893,155862,68381,100668,291153,232562,62539,93459,54842,177873,,34219,77534,536890,853485,,249261,69119,111999,119444,36437,1361210,787245,117446,60565,169920,47000,329626,184553,287594,107042,275980,570209,36533,495753,74506,50593,85713,182956,169275,239168,58950,38521,211961,120997,167549,65326,96463,90195,175046
I-urobilinogen,Hemoglobin and Porphyrin Metabolism,1224011,591967,359993,,294503,8877104,54512,,2705944,10296557,228165,,85571,168742.0156,149132,1020725,5308227,,,3976234,255891,20368812,71902088,,110738,276785,388673,52790184,14414884,,77887,8402270,,2233318,1121914,537853,1797160,9117152,,2659270,1861493,,,5992376,392367,782353,,,,6987865,,,,221016,1158055,213336.9844
D-urobilin,Hemoglobin and Porphyrin Metabolism,577062,424763,259855.9844,,,1176349,342082,289787,454443,3661229,215036,408467,230952,276833,,2370872,3189987,53794,251923,1178393,3163105,1642082,5330240,195744,195617,83594,765663,18454600,8378086,342434,180242,575521,128568,3584266,83217,1287250,1278159,2548405,349386,236554,1198917,,81355,1532275,219811,907475,484972.9688,88263,72060,974103,383503,202800,162149,476952,647738,208578
L-urobilin,Hemoglobin and Porphyrin Metabolism,45991880,62927840,43707312,39664232,16667996,77557288,39165900,56267348,2443789,2759176,101329176,31572152,27150132,38543032,44752960,86975304,28307484,14360678,25628878,36863088,5920995,,23135132,33736756,25816328,64712412,16585608,9237688,186747,27096084,34319224,19794412,54793508,14564864,45789440,138336144,26536500,14526163,42470924,29016166,66768048,21811984,12514711,45679764,42222400,62441584,55799592,34897656,55466208,21244448,45997004,36499928,25105780,59650832,74741744,47028952
thiamin (Vitamin B1),Thiamine Metabolism,12689411,16754101,11506261,7624340,7753143.5,23334912,53513868,442760320,4096981,11147262,8015119.5,18109728,8801814,15358083,13430740,11929323,20420720,10857547,12065378,13123941,292192864,5566844,7917507,11214519,16212788,7257945,8122825.5,3866742,10341614,18655418,12512531,9104393,13294186,18332920,12547247,15902272,8424495,26416182,214832784,495839,10822060,1804636,20872324,14679950,7253562,12509057,10164254,16102764,14092313,17887068,13417464,16675260,14996715,13909382,10770376,24041758
5-(2-Hydroxyethyl)-4-methylthiazole,Thiamine Metabolism,633278,157493,1207409,781082,736666,1454424,2148736,3099499,,390066,340302,723767,274366,773431,1061161,2748635,166892,1432370,2819035,214216,2276150,287817,787129,966372,171058,2566539,841134.9375,98190,451335,466819,504548,1326675,522953,2455690,1217903,568135,610962,622414,3159762,4202998,404904,13720143,328489,604063,1003761.063,925707,1264354,506537.9688,2522799,632165,1096176,826873,606167,742306,768337,1692651.875
pyridoxine (Vitamin B6),Vitamin B6 Metabolism,1426202.125,261124,550885,1311190,290389,784159,99338,18353890,1324132,614835.0625,503956.0313,469642,625243,201773,662427,,394206,577901,2845845,,6765095,471217,838294,,433660,1318520,39314064,62433,367553,367700,554724,,,,476892,404348,446265,358876,58394040,920847,391186.9688,1301143,706905,,12567345,830990,1111917,911467,1299046.125,505412.9688,741638,1741872,821373,,,630502.0625
pyridoxamine,Vitamin B6 Metabolism,10403139,20477278,12206311,5906284.5,14531157,15450837,11446942,20189584,6800466.5,9824064,7926008,12232447,5047107,9823347,10988541,9846776,11808833,8772283,4992049,13562227,17201424,8464174,8528772,11799487,10473952,8535472,16323439,2539769,9451813,10328723,9315063,15945893,13425801,17426054,9579266,12510783,10530244,11751414,17820348,4062798.75,7834382,13167388,11527015,12238195,12917051,9257075,7053595,10353416,6725749,8148279,18642936,13963427,6811526,13215989,16216937,7500230
pyridoxal,Vitamin B6 Metabolism,2196449,2169262,2886495,574583,1595537,2043781,2896207.25,3119311.25,2938276,3159355,1613152,3405323,1793520,3531756,2675810,1648832,1355375,2479280,2238597,5360233,10677723,933306,3204559,3152921,1729548,1530768.125,4467074,3023895,2626650,1689654,2814308,3190644,1951495,2094064,1586190,2211292,1351109,3339723,22415832,2763974,3330942,3063363,2545588.25,1819030,3372191,5275310,2363343,1142561,1245987,3465310,2159615,2971937,1967046,2347791,929822,1571262
pyridoxate,Vitamin B6 Metabolism,6781575,15009434,15357209,7955086,10542725,14279071,18741528,25419746,8200666,12587877,12994604,8719508,13646128,32130464,25039478,21979820,7267328,8749475,4203210,10867181,102282480,5453802,10773223,9713225,11609720,47797780,44403584,2732850,7102345,781496,7231977,10738766,8050216,9977590,8397998,13074982,6129741,10717116,80974592,22476308,5516325,9171964,14524828,31254860,112858168,11694482,5182823,7769339,24514634,8851866,8563358,11640486,6259449,15472917,12951517,14794960
hippurate,Benzoate Metabolism,,,113439.0078,,,,,194486.0156,,,,,115375,,,,,,,,,,,,,,,5215331,24588164,,,,821077.9375,,,,,,,,,,234704.9844,,207945520,,,,,,,1214525,,,,
2-hydroxyhippurate (salicylurate),Benzoate Metabolism,,,,,,,,,,,,,,,,,,,,,,,,,,,,218385,230182,,,,,,,,,,,,,,42153,,1136450,,,,,,,35023,,,,
3-hydroxyhippurate,Benzoate Metabolism,,,,,,,,,,,,,,,,,,,,,,,,,,,,183249,1077216,,,,28026,,,,,,,,,,80718,,2090120,,,,,,,280185,,,,
4-hydroxyhippurate,Benzoate Metabolism,,,,,,,,,,,,,,,,12232,,,,32608.002,,,,,,,,1426428,869629,,,,47485,,,,,,,,,,156054,,3467011,,,,,,,182824,,,,
benzoate,Benzoate Metabolism,7961766,3675040.75,3130644,1514264,783118,3147601,1737388,5437909,1312193,6356291,332313,525196,696612.9375,2844928,2266196,1877843,1298559,2257035,1273921,2872248,7212809.5,1747995.875,2527051,1692864,,3545122,974976,3539786,17328324,2111967,3096922,1837508,3242068,2795338,1293967,3270648,1746457,2467740,3241585.75,5092579,4084977,2879637,2886800,3206674,142330368,5401849,1616400,1311601,3607960,6322704,4688981,6684013.5,1650170.125,2802228.75,1888345,2322638
4-hydroxybenzoate,Benzoate Metabolism,1703112,667049,1158190,809985.0625,449433.0313,516775,565422,1838768,1830224,5276678,,727831,624359,902130,730277,,407726.0313,707772,656111,918707.0625,933790,1259287,1546225,,441972,514907,502125,22581530,1845894,,709553,,,1346828,,1625468,2975367,971318,4725160,807626,2159029,620170,1425706,509583,6112369,3231381,963174,1570144,633251,5609509,928237,2661831,,480953,1651499,644423
3-hydroxybenzoate,Benzoate Metabolism,153538,180733.9844,202049,,,,318780,,,405390,169408,,111866,242933,,76643,,,,367625,820735.9375,,,,,,86983,,404602,194873.9844,,611174,,380988,,,357446,230471,374407,,310592,,196197,,2108154,659742.0625,350764,,279529,1053451,,719754,73053,,302171,
"2,4,6-trihydroxybenzoate",Benzoate Metabolism,,,,,37997,14923,,21403,88003,167982,,,,,,,100097,62874,33619,72371,73532,281402,,,,34279,,187879,46821,8046403,,661154,18136,,,,113927,92773.9922,31530,,,,,,194776.0156,271378,41707,104282752,,3078061,,106831,,,47266.9961,
catechol sulfate,Benzoate Metabolism,,,,,,,,,,859404,,,,,,,,,,,,,,,,,,329637,61381,,,,,,,,512506,83146,,,40690,,,,1675426.125,363322,,,,94879,,,,,,
4-methylcatechol sulfate,Benzoate Metabolism,,,,,,,,,,381382,,,,,,,32749.002,,,17229,62847.0039,,,,,,,143613,377707,143528,,,,,,,504058,110036,,,285345,,,,975962.9375,67316,,,,206118,,,,,,
p-hydroxybenzaldehyde,Benzoate Metabolism,336936,1075657,304219,294164,,,525180,3505973,,,,414623,595022,,1114475,311164,,175479,1429934,580125,3304668,,926391,549521,,788004,,1052308,333332,437544,1508154,715988,1224376,2171817,,571440,,,2997203,1100716,,731996,656267,923405,,,871925,343463,713043,994709,2263203,895224,825295,746185,1271927,796747
3-(2-hydroxyphenyl)propionate,Benzoate Metabolism,,476942.9688,90448,201695.0156,,,255458.0156,179326.9844,,277422,,213355,,1083959,,,206739,2677762,,210226,,,,,530849,210262,,2555891,,,149293,,595849,248169,,474157,,97845,336564,,,,142598,163914,545634,,,,207083,,1154498,,,978245,,1112998
caffeine,Xanthine Metabolism,,,306612,673713,,,,340542,,,305648,656077,,,,,457074,,,,,1236180,,,530151,,,,,674236,1143880,,679521,,1095174,,257448,,,614781,,,,,,,,,621232,,,,942582,798617.9375,,
theobromine,Xanthine Metabolism,2978005,2622919,1686498,2418976,569490,,253634,5356222,12304290,7597209.5,6427039,,444706,1441413,,3304209,3959639,352161,,,,22696024,897598.9375,7581295,633065,8964658,3303848,,1712707,9234706,9623982,856702,6089730,,14526062,3478973.25,9346719,5440369,,18200404,,,1812982,4962657,1134237,,2192471,,,8069723.5,,,160530,4644200,255476,
theophylline,Xanthine Metabolism,262580,,348242,353057,,297131,,,198129,140959,,432911,269593,,,179478,,,,,,132304,,,75350,,,,,,202582,,226024,,226743,,122003,,,,,,,,401464,,,239501.0156,331649,247871,152795,,,213794,,
1-methylurate,Xanthine Metabolism,960175.625,104399.8984,29890,,1171985,,,361528.0938,1380013,668220.1875,,,,2023058.125,,,848546,,,11111.2998,1932048.25,5494084,40277,5738.6001,208660.0156,,2201.6001,332998,1041152.063,,,836669.5,,,,,1864571,,,,,,76525,,175276.7031,274120,71460,,,211385.5938,,,,,1733031,
7-methylurate,Xanthine Metabolism,5198653.5,716898,1162275,,1142426,,,5028547.5,2512907,8265164,33361,,,9390740,,24445128,1401958,,,69354.1016,230714.7969,4921446,299415,260086.2188,558872,110311,59642,,1378525,305851,4107226,4736411,97685,,1888012,4303553,3886505,4047670,,8486597,,,784355,36378,2539173.25,396229,328404,,,6139887,,,,,3839704,
"1,3-dimethylurate",Xanthine Metabolism,,32800,37502,46234,,,,,,32545,,181225,,,,187189,34623,,,,,,,,,,,,,,251892,,,,85883,,,,,42920,,67507,62567,,340743,,,,118551,38282,46613,,62960,,,
"1,7-dimethylurate",Xanthine Metabolism,2014192,1847221,87448,22875.002,1104281,,,790340,679685,1284390,3340020.75,,,234994,,4021285.75,1949099,300119,,56108,,2273882,180795.0156,,2865844,933083,1934003.125,,129673,2442341,8403006,443834,2381837,,14369349,2343464,1659048,1231218,,2411779,,,4534631,1101389,352805,143794,157723,,,1609580,,,,268824,908623,
"3,7-dimethylurate",Xanthine Metabolism,3679742,1715756,714339,810444,3793985,62318.9961,1106048,1313763,2150080,4775503,8118679.5,197648,,518547,29784,9439894,2382530,2113887,,1156020,,9642384,840361,3678185,2112507,5570802,237557,,389849,5528017,5428704,1660043,783687,37592,8920711,6234870,2966619,7750188,,3501063,135615,218173,1018732.063,3295559,1070465,,690503,,,6228463,,,65650,445127,1276849,
